IDENTIFIER: Reference ID,FORMULA,Microstructure,Processing method,grain size,Exp. Density,Calculated Density,HV,Type of test,Test temperature,YS,UTS,Elongation,Elongation plastic,Exp. Young modulus,Calculated Young modulus,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,B2,BCC,FCC,Sec.,HCP,L12,Laves,Other,ANNEAL,CAST,OTHER,POWDER,WROUGHT,C_test,T_test
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,,6.3,,C,1100,79,,,,,156,0,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,,6.3,,C,25,1620,,,,,156,0,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,,6.3,,C,600,805,,,,,156,0,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,,6.3,,C,500,1120,,,,,156,0,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,,6.3,,C,700,567,,,,,156,0,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,,6.3,,C,900,214,,,,,156,0,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,CAST,,,6.3,,C,800,302,,,,,156,0,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,,7.1,,C,1000,47,,,,,,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,,7.1,,C,25,948,,,,,,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,,7.1,,C,600,561,,,,,,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,,7.1,,C,700,307,,,,,,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,,7.1,,C,800,172,,,,,,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
64,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,,7.1,,C,900,98,,,,,,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,,6.6,,C,25,,,,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,,6.6,,C,400,1080,1100,2,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,,6.6,,C,600,1060,1170,3,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,,6.6,,C,800,860,1000,2,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,,6.6,,C,1000,594,630,15,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
65,Al1 Cr1 Mo1 Nb1 Ti1,BCC,CAST,,,6.6,,C,1200,105,116,24,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,6.6,,C,600,930,,,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,6.6,,C,800,875,,,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,6.6,,C,1000,550,,,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Cr1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,6.6,,C,1200,150,,,,,170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,,6,,C,400,1070,,,,,189,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,,6,,C,600,1020,,,,,189,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,,6,,C,800,875,,,,,189,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,,6,,C,1000,375,,,,,189,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,,6,,C,1200,100,,,,,189,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,6.5,,C,600,520,,,,,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,6.5,,C,800,500,,,,,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,6.5,,C,1000,540,,,,,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,,,6.5,,C,1200,200,,,,,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,,,5.5,,C,600,780,1005,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,,,5.5,,C,800,560,700,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,,,5.5,,C,25,1000,1280,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,ANNEAL,,,5.8,,C,600,1155,1385,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,ANNEAL,,,5.8,,C,800,550,600,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,ANNEAL,,,5.8,,C,25,1500,1675,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,,,5.5,,C,600,975,1085,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,,,5.5,,C,800,865,920,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,,,5.5,,C,25,1290,1395,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,ANNEAL,,,5.6,,C,600,1065,1260,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,ANNEAL,,,5.6,,C,800,855,865,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,ANNEAL,,,5.6,,C,25,1360,1480,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,ANNEAL,,,5.6,,C,600,1135,1425,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,ANNEAL,,,5.6,,C,800,675,740,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
68,Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,ANNEAL,,,5.6,,C,25,1485,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
68,Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,ANNEAL,,,5.8,,C,600,1195,1195,,,,,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0.667,0.667,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
68,Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,ANNEAL,,,5.8,,C,800,180,395,,,,,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0.667,0.667,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
68,Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,ANNEAL,,,5.8,,C,25,1535,1550,,,,,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0.667,0.667,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
69,Co1 Cr1 Mo1 Nb1,BCC+Laves,CAST,,,8.8,,C,25,,1419.6,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
69,Co1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,CAST,,,7.8,,C,25,,1096.8,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
69,Co1 Cr1 Mo1 Nb1 Ti0.2,BCC+Laves,CAST,,,8.5,,C,25,,1905.6,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
69,Co1 Cr1 Mo1 Nb1 Ti0.4,BCC,CAST,,,8.3,,C,25,,1771.3,,,,212,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
69,Co1 Cr1 Mo1 Nb1 Ti0.5,BCC+Laves,CAST,,,8.2,,C,25,,1609.2,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,,,8.2,,C,25,1457,1908,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,,,8.2,,C,25,1420,1885,4.2,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,,,8.2,,C,25,1328,1884,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,,,8.2,,C,25,1322,1726,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,CAST,,,8.2,,C,25,1375,2130,3,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
70,Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,ANNEAL,,,8.1,,C,25,1157,1468,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,,8.1,,C,25,1253,1393,,,,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,,8.1,,C,25,1140,1463,,,,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,,8.1,,C,25,1120,1376,30,,,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
70,Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,CAST,,,8.1,,C,25,1170,1463,29.6,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
71,Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,POWDER,,,12.6,715,C,25,2034,,1.5,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
71,Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,POWDER,,,12.6,,C,1200,750,,1.5,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
71,Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,POWDER,,,12.3,780,C,25,2050,,1.5,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
71,Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,POWDER,,,12.3,,C,1200,586,,1.5,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
71,Cr1 Ta1 V1 W1,BCC+Laves,POWDER,,,13,715,C,25,2327,,1.5,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
71,Cr1 Ta1 V1 W1,BCC+Laves,POWDER,,,13,,C,1200,979,,1.5,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,,10.4,,C,60,795,,,,,122,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,1,0,0,0,0,0,0,0,1,0.578,0,0,0,0,0.416,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,,10.4,,C,100,765,,,,,122,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,1,0,0,0,0,0,0,0,1,0.578,0,0,0,0,0.416,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,,10.4,,C,200,650,,,,,122,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,1,0,0,0,0,0,0,0,1,0.578,0,0,0,0,0.416,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,,10.4,,C,300,590,,,,,122,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,1,0,0,0,0,0,0,0,1,0.578,0,0,0,0,0.416,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,,10.4,,C,25,845,,,,,122,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,1,0,0,0,0,0,0,0,1,0.578,0,0,0,0,0.416,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
73,Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,BCC+Sec.,CAST,,,7.7,442,C,25,1350,2150,,28,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0.1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
73,Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,BCC+Sec.,CAST,,,7.5,494,C,25,1370,1950,,23,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
73,Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,BCC+Sec.,CAST,,,7.2,524,C,25,1600,1900,,23,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
73,Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,BCC+Sec.,CAST,,,7,580,C,25,1550,1900,,12,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0.7,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
73,Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,BCC+Sec.,CAST,,,6.8,640,C,25,1650,2000,,9,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0.9,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
73,Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,CAST,,,7.9,400,C,25,1150,1500,,25,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,,8.4,,C,-268.8,2250,,,,,100,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.667,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0.833,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,,8.4,,C,-268.8,2210,,,,,100,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.667,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0.833,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,,8.4,,C,-196,1880,,,,,100,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.667,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0.833,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,,8.4,,C,-196,1750,,,,,100,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.667,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0.833,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,,8.4,,C,-153,1640,,,,,100,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.667,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0.833,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,,8.4,,C,-153,1550,,,,,100,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.667,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0.833,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,,8.4,,C,-103,1380,,,,,100,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.667,0,0,0,0,0,0,0,0.333,1,0,0,0,0,0.833,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
