IDENTIFIER: Reference ID,FORMULA,Microstructure,Processing method,grain size,Exp. Density,Calculated Density,HV,Type of test,Test temperature,YS,UTS,Elongation,Elongation plastic,Exp. Young modulus,Calculated Young modulus,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,B2,BCC,FCC,Sec.,HCP,L12,Laves,Other,ANNEAL,CAST,OTHER,POWDER,WROUGHT,C_test,T_test
27,Al0.25 Co1 Fe1 Ni1,FCC,CAST,,,7.9,138,C,25,158,,,,,192,0,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,Al0.5 Co1 Fe1 Ni1,FCC+BCC,CAST,,,7.4,212,C,25,346,,,,,,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
27,Al0.75 Co1 Fe1 Ni1,FCC+BCC,CAST,,,7,385,C,25,794,,,,,,0,0.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
27,Al1 Co1 Fe1 Ni1,BCC,CAST,,,6.6,456,C,25,964,,,,,162,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
27,Co1 Fe1 Ni1,FCC,CAST,,,8.5,125,C,25,204,,,,,207,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,Co1 Fe1 Ni1,FCC,CAST,,,8.5,125,C,25,209,,,,,207,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,Co1 Fe1 Ni1 Si0.25,FCC,CAST,,,7.7,149,C,25,196,,,,,186,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27,Co1 Fe1 Ni1 Si0.5,FCC+Sec.,CAST,,,7.1,287,C,25,476,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
27,Co1 Fe1 Ni1 Si0.75,FCC+Sec.,CAST,,,6.6,570,C,25,1301,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
37,Co1 Cr1 Fe1 Ni1,FCC,WROUGHT,24,,8.2,,T,25,274,708,39,,,226,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
37,Co1 Cr1 Mn1 Ni1,FCC,WROUGHT,36,,8.1,,T,25,282,694,44,,,222,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
37,Co1 Cr1 Ni1,FCC,WROUGHT,41,,8.3,,T,25,300,860,60,,,231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
37,Co1 Fe1 Mn1 Ni1,FCC,WROUGHT,48,,8.2,,T,25,170,550,41,,,204,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
37,Co1 Fe1 Ni1,FCC,WROUGHT,28,,8.5,,T,25,211,513,31,,,207,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
37,Co1 Mn1 Ni1,FCC,WROUGHT,32,,8.4,,T,25,231,653,38,,,202,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
37,Fe1 Mn1 Ni1,FCC,WROUGHT,30,,8.1,,T,25,221,602,36,,,203,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
46,Co1 Cr1 Fe1 Nb0.103 Ni1,FCC+Sec.,CAST,175,,8.2,,T,25,318,622,19,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
46,Co1 Cr1 Fe1 Nb0.155 Ni1,FCC+Sec.,CAST,175,,8.2,,T,25,322,744,23,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
46,Co1 Cr1 Fe1 Nb0.206 Ni1,FCC+Sec.,CAST,175,,8.2,,T,25,403,807,9,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
46,Co1 Cr1 Fe1 Nb0.309 Ni1,FCC+Sec.,CAST,175,,8.2,,T,25,479,879,4,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
46,Co1 Cr1 Fe1 Nb0.412 Ni1,FCC+Sec.,CAST,175,,8.2,,T,25,638,1004,1,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
46,Co1 Cr1 Fe1 Ni1,FCC,CAST,175,,8.2,,T,25,148,413,48,,,226,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
54,Al0.25 Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,7.7,110,,25,,,,,,213,0,0.25,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.25 Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,7.7,113,,25,,,,,,213,0,0.25,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.375 Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,7.5,131,,25,,,,,,207,0,0.375,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.375 Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,7.5,196,,25,,,,,,207,0,0.375,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.5 Co1 Cr1 Fe1 Ni1,FCC+BCC,ANNEAL,,,7.3,159,,25,,,,,,,0,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.5 Co1 Cr1 Fe1 Ni1,FCC+BCC,ANNEAL,,,7.3,209,,25,,,,,,,0,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.75 Co1 Cr1 Fe1 Ni1,FCC+BCC,ANNEAL,,,7,388,,25,,,,,,,0,0.75,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.75 Co1 Cr1 Fe1 Ni1,FCC+BCC,ANNEAL,,,7,280,,25,,,,,,,0,0.75,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.875 Co1 Cr1 Fe1 Ni1,BCC,ANNEAL,,,6.9,538,,25,,,,,,188,0,0.875,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Al0.875 Co1 Cr1 Fe1 Ni1,FCC+BCC,ANNEAL,,,6.9,361,,25,,,,,,,0,0.875,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8,BCC,ANNEAL,,,6.5,487,,25,,,,,,177,0,1,0,0,0,0.8,0.8,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8,BCC,ANNEAL,,,6.5,499,,25,,,,,,177,0,1,0,0,0,0.8,0.8,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC,ANNEAL,,,6.2,484,,25,,,,,,171,0,1,0,0,0,0.667,0.667,0,0.667,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC,ANNEAL,,,6.2,517,,25,,,,,,171,0,1,0,0,0,0.667,0.667,0,0.667,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC,ANNEAL,,,5.9,509,,25,,,,,,160,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC,ANNEAL,,,5.9,512,,25,,,,,,160,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Al1 Co1 Cr1 Fe1 Ni1,BCC,ANNEAL,,,6.7,484,,25,,,,,,184,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,Al1 Co1 Cr1 Fe1 Ni1,FCC+BCC,ANNEAL,,,6.7,433,,25,,,,,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,8.2,116,,25,,,,,,226,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
54,Co1 Cr1 Fe1 Ni1,FCC,ANNEAL,,,8.2,113,,25,,,,,,226,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
63,Al0.5 Co1 Cr1 Fe1 Mo0.5 Ni1,FCC+Sec.,CAST,,,7.7,425,,25,,,,,,,0,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
63,Al1 Co0.667 Cr0.667 Fe0.667 Mo0.333 Ni0.667,B2+Sec.,CAST,,,6.6,655,,25,,,,,,,0,1,0,0,0,0.667,0.667,0,0.667,0,0,0,0,0,0.333,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
63,Al1 Co0.5 Cr0.5 Fe0.5 Mo0.25 Ni0.5,BCC+B2,CAST,,,6.3,605,,25,,,,,,,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
63,Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,B2+Sec.,CAST,,,7.1,715,,25,,,,,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
63,Co1 Cr1 Fe1 Mo0.5 Ni1,FCC+Sec.,CAST,,,8.5,210,,25,,,,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
66,Al0.5 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Laves,CAST,,,6.6,,C,25,,1600,,10,107,,0,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
66,Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti0.667,BCC+BCC,CAST,,,5.9,,C,25,,2110,,10,133,,0,1,0,0,0,0.667,0.667,0,0.667,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0.667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
66,Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5 Ti0.5,BCC+BCC,CAST,,,5.6,643,C,25,,1030,,5,94,,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
66,Al1 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Laves,CAST,0.15,,6.2,,C,25,,2280,,6,148,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
66,Co1 Cr1 Fe1 Ni1 Ti1,FCC,CAST,,,7.2,,C,25,,2020,,9,135,195,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Al0.133 Co1 Cr0.667 Fe0.667 Ni1 Ti0.667,FCC+Sec.,ANNEAL,,,7.2,717,,25,,,,,,,0,0.133,0,0,0,1,0.667,0,0.667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,Al0.133 Co1 Cr0.667 Fe0.667 Ni1 Ti0.333,FCC,ANNEAL,,,7.6,487,,25,,,,,,201,0,0.133,0,0,0,1,0.667,0,0.667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,Co1 Cr0.667 Fe0.667 Ni1 Ti0.667,FCC+Sec.,ANNEAL,,,7.4,654,,25,,,,,,,0,0,0,0,0,1,0.667,0,0.667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,Co1 Cr0.667 Fe0.667 Ni1 Ti0.333,FCC,ANNEAL,,,7.8,509,,25,,,,,,,0,0,0,0,0,1,0.667,0,0.667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,Al0.7 Co0.3 Cr1 Fe1 Ni1,FCC+BCC+B2,POWDER,,,6.8,624,C,25,2033,2635,8,,,,0,0.7,0,0,0,0.3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
3,Al0.875 Co1 Cr1 Fe1 Ni1,FCC+BCC,,,,6.9,,,25,,,,,,,0,0.875,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC,CAST,,,6.2,402,,25,,,,,,171,0,1,0,0,0,0.667,0.667,0,0.667,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,Al1 Co0.4 Cr0.4 Fe0.4 Ni0.4,BCC,CAST,,,5.6,487,,25,,,,,,152,0,1,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC,CAST,,,5.9,432,,25,,,,,,160,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,Al1 Co0.333 Cr0.333 Fe0.333 Ni0.333,BCC,CAST,,,5.3,506,,25,,,,,,145,0,1,0,0,0,0.333,0.333,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,Al1 Co1 Cr1 Fe1 Ni1,BCC,CAST,,,6.7,395,,25,,,,,,184,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,,6.8,342,,25,,,,,,,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4,Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,,8.3,286,,25,,,,,,206,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,Cr1 Cu1 Fe1 Mn1 Ni1,FCC+BCC,CAST,,,8.1,296,,25,,,,,,,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4,Cr1 Cu1 Fe1 Mo1 Ni1,FCC,CAST,,,8.7,263,,25,,,,,,236,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,Al1 Co1 Cr1 Fe1 Ni1,BCC,CAST,,,6.7,,C,25,1251,2004,,33,,184,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6,Al1 C0.1 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,,6.7,,C,25,957,2550,,11,213,,0,1,0,0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6,Al1 C0.2 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,,6.6,,C,25,906,2386,,9,151,,0,1,0,0.2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6,Al1 C0.3 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,,6.5,,C,25,867,2178,,8,137,,0,1,0,0.3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6,Al1 C0.4 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,,6.5,,C,25,1056,2375,,7,156,,0,1,0,0.4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6,Al1 C0.5 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,,6.4,,C,25,1060,2250,,6,181,,0,1,0,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6,Al0.667 C1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC+Sec.,CAST,,,5.9,,C,25,1255,2083,,6,73,,0,0.667,0,1,0,0.667,0.667,0,0.667,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6,Al1 C1 Co1 Cr1 Fe1 Ni1,BCC+Sec.,CAST,,,6.2,,C,25,1251,2166,,7,75,,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6,Al1 Co1 Cr1 Fe1 Ni1,BCC,CAST,,,6.7,,C,25,1138,,,11,,184,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,BCC,CAST,,,6.8,,C,25,1804,2280,,9,,188,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7,Al1 Co1 Cr1 Fe1 Mo0.2 Ni1,BCC+Sec.,CAST,,,6.9,,C,25,2456,2953,,3,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
7,Al1 Co1 Cr1 Fe1 Mo0.3 Ni1,BCC+Sec.,CAST,,,7,,C,25,2649,3208,,3,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
7,Al1 Co1 Cr1 Fe1 Mo0.4 Ni1,BCC+Sec.,CAST,,,7,,C,25,2670,3161,,3,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
7,Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec.,CAST,,,7.1,,C,25,2757,3036,,3,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
7,Al1 Co1 Cr1 Fe1 Ni1,BCC,CAST,,,6.7,,C,25,1051,,,,,184,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8,Al1 Co1 Cr1 Fe1 Nb0.1 Ni1,BCC,CAST,,,6.8,569,C,25,1641,3285,,17,,182,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8,Al1 Co1 Cr1 Fe1 Nb0.25 Ni1,BCC+Sec.,CAST,,,6.8,668,C,25,1959,3008,,11,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
8,Al1 Co1 Cr1 Fe1 Nb0.5 Ni1,BCC+Sec.,CAST,,,7,747,C,25,2473,3170,,4,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
8,Al1 Co1 Cr1 Fe1 Nb0.75 Ni1,BCC+Sec.,CAST,,,7,,,25,,,,,,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8,Al1 Co1 Cr1 Fe1 Ni1,BCC,CAST,,,6.7,520,C,25,1373,3531,,25,,184,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
9,Al0.8 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,,7.3,270,,25,,,,,,,0,0.8,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9,Al1 Co0.5 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec.,CAST,,,7,801,,25,,,,,,,0,1,0,0,0,0.5,1,0,1,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9,Al0.667 Co1 Cr0.667 Fe0.667 Mo0.333 Ni0.667,BCC+Sec.,CAST,,,7.2,741,,25,,,,,,,0,0.667,0,0,0,1,0.667,0,0.667,0,0,0,0,0,0.333,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
